episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
436, 705.113217741251, 1, 15.144849586999953, 735, 179891,                                             179891, 0.0, 5797.7578125
437, -2508.7649742364883, 2, 1.9001730800000587, 87, 179978,                                             179978, 0.0, 5125.03857421875
438, 2255.5980502068996, 1, 2.106347174999428, 96, 180074,                                             180074, 0.0, 5611.68603515625
439, -2938.5175412893295, 3, 4.107883591000245, 195, 180269,                                             180269, 0.0, 5406.75
440, 2199.6557440161705, 1, 3.127886123999815, 152, 180421,                                             180421, 0.0, 7081.271484375
441, 1865.921952188015, 1, 5.782468018000145, 293, 180714,                                             180714, 0.0, 5857.27197265625
442, 1803.1452268958092, 1, 4.509296959000494, 224, 180938,                                             180938, 0.0, 5927.64892578125
443, 1981.9343076050282, 1, 5.531994447000216, 279, 181217,                                             181217, 0.0, 5527.31103515625
444, -821.4549341797829, 1, 10.706777454000076, 552, 181769,                                             181769, 0.0, 6126.025390625
445, 1867.1944532096386, 1, 3.927892310000061, 193, 181962,                                             181962, 0.0, 4981.9072265625
446, 1924.2788507342339, 1, 4.324517283000205, 201, 182163,                                             182163, 0.0, 6897.7119140625
447, -3254.1964678764343, 2, 3.106095471000117, 148, 182311,                                             182311, 0.0, 4765.02685546875
448, 1894.3349562585354, 1, 4.3273555420000775, 223, 182534,                                             182534, 0.0, 6916.55419921875
449, -2463.6339933872223, 2, 2.1056043010003123, 93, 182627,                                             182627, 0.0, 5574.37109375
450, 1404.2448135018349, 1, 6.528634905000217, 330, 182957,                                             182957, 0.0, 5710.8203125
451, 188.01390659809113, 1, 10.61951479199979, 560, 183517,                                             183517, 0.0, 5489.91357421875
452, -6367.26180511713, 2, 20.740998074000345, 1089, 184606,                                             184606, 0.0, 5820.42822265625
453, 1679.0505815148354, 1, 3.3266623749996143, 172, 184778,                                             184778, 0.0, 5077.01611328125
454, 1079.2794354259968, 1, 8.50977011500072, 437, 185215,                                             185215, 0.0, 5680.57373046875
455, 1135.5886535346508, 1, 9.337925511999856, 483, 185698,                                             185698, 0.0, 6525.22509765625
456, 941.765055835247, 1, 5.926942871999927, 306, 186004,                                             186004, 0.0, 5658.59375
457, 1832.4367347359657, 1, 3.926491059, 200, 186204,                                             186204, 0.0, 5425.34521484375
458, -4528.302021026611, 2, 6.5040423239997835, 327, 186531,                                             186531, 0.0, 5706.73779296875
459, -4186.210699796677, 2, 7.530875339999511, 388, 186919,                                             186919, 0.0, 5740.58740234375
460, 1818.0979883670807, 1, 5.129927423999106, 267, 187186,                                             187186, 0.0, 4874.630859375
461, -2489.665452480316, 2, 0.9976870829996187, 40, 187226,                                             187226, 0.0, 3609.80078125
462, 1560.9424958527088, 1, 6.931686818999879, 365, 187591,                                             187591, 0.0, 6740.3232421875
463, -3899.928016781807, 3, 5.906264304000615, 296, 187887,                                             187887, 0.0, 5222.38525390625
464, -2755.0605068802834, 3, 3.5082737399998223, 168, 188055,                                             188055, 0.0, 4981.71826171875
465, 1706.4601795077324, 1, 3.5316815409996707, 178, 188233,                                             188233, 0.0, 5985.591796875
466, 809.9218768775463, 1, 10.134747743999469, 499, 188732,                                             188732, 0.0, 6025.2568359375
467, 1498.2791416943073, 1, 8.125839164999888, 418, 189150,                                             189150, 0.0, 6444.99951171875
468, 2024.6066096425056, 1, 4.705859800000326, 240, 189390,                                             189390, 0.0, 5815.46435546875
469, -2581.0195668935776, 2, 1.706119796999701, 75, 189465,                                             189465, 0.0, 5388.32470703125
470, -2785.235532283783, 3, 3.9305019120001816, 195, 189660,                                             189660, 0.0, 6022.76416015625
471, 1580.5743869543076, 1, 5.618230590000167, 291, 189951,                                             189951, 0.0, 5474.46630859375
472, -3199.688601732254, 3, 5.7293433200002255, 292, 190243,                                             190243, 0.0, 5724.71337890625
473, 2098.783629268408, 1, 4.32922441699975, 218, 190461,                                             190461, 0.0, 5542.46923828125
474, -3916.091651082039, 2, 8.506844445999377, 430, 190891,                                             190891, 0.0, 6243.59814453125
475, 2050.1198863983154, 1, 5.508795450999969, 271, 191162,                                             191162, 0.0, 5296.677734375
476, -7218.9311708807945, 2, 17.545998796000276, 904, 192066,                                             192066, 0.0, 6483.80078125
477, 2082.4544166624546, 1, 4.302361147999363, 208, 192274,                                             192274, 0.0, 4886.57470703125
478, -6688.145660400391, 2, 18.340465315000074, 970, 193244,                                             193244, 0.0, 5909.37939453125
479, 1717.7685819268227, 1, 5.706773058999715, 289, 193533,                                             193533, 0.0, 5469.78173828125
480, -725.5339955687523, 1, 14.339115794000463, 745, 194278,                                             194278, 0.0, 5620.2548828125
481, 2094.360736966133, 1, 2.817678715000511, 144, 194422,                                             194422, 0.0, 5984.26318359375
482, 41.83096417784691, 1, 8.729624358000365, 436, 194858,                                             194858, 0.0, 5525.57568359375
483, -7731.612009167671, 2, 26.949383916999977, 1417, 196275,                                             196275, 0.0, 5280.7666015625
484, -2712.1528653502464, 3, 3.9301021409992245, 201, 196476,                                             196476, 0.0, 4886.3212890625
485, -3714.813476860523, 3, 4.50265219099947, 217, 196693,                                             196693, 0.0, 5479.70751953125
486, 2343.317888855934, 1, 1.722419673999866, 84, 196777,                                             196777, 0.0, 5499.80126953125
487, -4178.766816139221, 2, 13.533569417999388, 708, 197485,                                             197485, 0.0, 5265.7451171875
488, -3685.3684706687927, 2, 6.708381985000415, 335, 197820,                                             197820, 0.0, 5027.63671875
489, -4980.708297073841, 2, 11.527488005999658, 597, 198417,                                             198417, 0.0, 5589.01513671875
490, -3013.3288764953613, 2, 4.7256924589992195, 244, 198661,                                             198661, 0.0, 6122.20703125
491, -3330.083889245987, 2, 4.940534588999981, 230, 198891,                                             198891, 0.0, 5557.9892578125
492, -3043.599197357893, 3, 6.730209909999758, 323, 199214,                                             199214, 0.0, 6206.3564453125
493, 2036.2502757906914, 1, 4.101913391999915, 201, 199415,                                             199415, 0.0, 4612.248046875
494, -3108.587639093399, 2, 1.9069041789998664, 90, 199505,                                             199505, 0.0, 5320.4609375
495, 2191.584396481514, 1, 2.5053139150004426, 112, 199617,                                             199617, 0.0, 8408.2255859375
496, -3123.807844877243, 2, 6.932196480999664, 338, 199955,                                             199955, 0.0, 5040.71337890625
497, 2072.4352972507477, 1, 2.7035940380001193, 127, 200082,                                             200082, 0.0, 5171.4599609375
498, -6480.799616456032, 2, 12.314533179999671, 626, 200708,                                             200708, 0.0, 5900.2265625
499, -3240.955571591854, 2, 3.726674272999844, 189, 200897,                                             200897, 0.0, 5475.8876953125
500, 2074.409272670746, 1, 2.327596899999662, 110, 201007,                                             201007, 0.0, 6097.59619140625
501, -2175.057609319687, 1, 14.550334976000158, 755, 201762,                                             201762, 0.0, 5723.81103515625
502, 1799.1966662704945, 1, 5.503758083000321, 271, 202033,                                             202033, 0.0, 5458.79443359375
503, 722.9447896331549, 1, 10.737583590000213, 567, 202600,                                             202600, 0.0, 5735.03369140625
504, -2574.059590816498, 2, 2.502010577999499, 122, 202722,                                             202722, 0.0, 7214.9541015625
505, -4253.051284909248, 2, 10.938230506999389, 580, 203302,                                             203302, 0.0, 5423.9208984375
506, 1593.8394018411636, 1, 4.332907099999829, 223, 203525,                                             203525, 0.0, 6627.68310546875
507, 2125.0751503407955, 1, 3.701491062000059, 167, 203692,                                             203692, 0.0, 5153.50390625
508, 729.6423624157906, 1, 8.312883074000638, 426, 204118,                                             204118, 0.0, 5223.8310546875
509, -4596.891872525215, 2, 8.327172957000585, 425, 204543,                                             204543, 0.0, 6050.14892578125
510, 74.79468339681625, 1, 5.9052601309995225, 293, 204836,                                             204836, 0.0, 5073.92041015625
511, -4347.64363527298, 2, 6.618821848000152, 343, 205179,                                             205179, 0.0, 5795.15478515625
512, 1823.209853231907, 1, 6.5332810939999035, 319, 205498,                                             205498, 0.0, 5757.357421875
513, 1082.268473148346, 1, 5.724153223999565, 294, 205792,                                             205792, 0.0, 5454.67919921875
514, -2972.3399869799614, 3, 4.702247743999578, 236, 206028,                                             206028, 0.0, 5688.5419921875
515, -2730.0536131858826, 2, 2.5217015580001316, 125, 206153,                                             206153, 0.0, 5450.8017578125
516, 1230.2490595281124, 1, 4.304344921999473, 214, 206367,                                             206367, 0.0, 5478.99365234375
517, -8400.735393941402, 2, 17.743260588999874, 904, 207271,                                             207271, 0.0, 5087.39306640625
518, -760.2337235212326, 1, 14.341947914999764, 740, 208011,                                             208011, 0.0, 6160.947265625
519, -3141.1847534179688, 2, 1.100821347999954, 46, 208057,                                             208057, 0.0, 6908.9775390625
520, 1843.6115844249725, 1, 3.52181946500059, 178, 208235,                                             208235, 0.0, 5489.1142578125
521, 1381.3946405947208, 1, 7.974260981999578, 395, 208630,                                             208630, 0.0, 5709.0087890625
522, -4059.3606635928154, 3, 10.134213161999469, 512, 209142,                                             209142, 0.0, 5052.39892578125
523, 2160.2392530441284, 1, 2.70142666799984, 126, 209268,                                             209268, 0.0, 8757.9296875
524, -3602.4245096445084, 2, 5.730804118999913, 289, 209557,                                             209557, 0.0, 5925.07275390625
525, -4684.462939381599, 4, 17.339238378999653, 890, 210447,                                             210447, 0.0, 5293.6201171875
526, 2039.275358915329, 1, 2.3265607060002367, 112, 210559,                                             210559, 0.0, 7106.421875
527, 463.6803548336029, 1, 8.330427556999894, 422, 210981,                                             210981, 0.0, 5262.93408203125
528, -4972.123482227325, 3, 9.7374735530002, 510, 211491,                                             211491, 0.0, 5791.49853515625
529, -2768.855641722679, 2, 4.729044790000444, 239, 211730,                                             211730, 0.0, 5537.482421875
530, 2274.553900897503, 1, 2.3205848719999267, 90, 211820,                                             211820, 0.0, 5660.6103515625
531, -3010.9883019924164, 3, 5.375926824000089, 269, 212089,                                             212089, 0.0, 6020.88720703125
532, 1507.8406067490578, 1, 4.730374359000052, 230, 212319,                                             212319, 0.0, 4811.75830078125
533, -1008.0823983550072, 5, 5.928220324999529, 298, 212617,                                             212617, 0.0, 5657.36962890625
534, 1740.5491597652435, 1, 5.330488444999901, 273, 212890,                                             212890, 0.0, 5740.36474609375
535, 2042.4426176548004, 1, 2.5257875720008087, 124, 213014,                                             213014, 0.0, 5840.060546875
536, -3916.9091559052467, 2, 8.727766981999594, 444, 213458,                                             213458, 0.0, 6138.57470703125
537, 2018.2618576288223, 1, 2.7279470009998477, 137, 213595,                                             213595, 0.0, 7120.09033203125
538, -2785.677252292633, 3, 4.5297333739999885, 229, 213824,                                             213824, 0.0, 5063.453125
539, 2006.8576909899712, 1, 2.730388870999377, 133, 213957,                                             213957, 0.0, 7434.1796875
540, -2728.3720848560333, 3, 1.4999468830001206, 69, 214026,                                             214026, 0.0, 5945.85888671875
541, -4222.142018914223, 2, 5.366038772000138, 258, 214284,                                             214284, 0.0, 5590.51416015625
542, 1529.7365814745426, 1, 6.710235255999578, 333, 214617,                                             214617, 0.0, 8629.6083984375
543, -2465.9469434022903, 2, 1.9323669940004038, 71, 214688,                                             214688, 0.0, 5437.71484375
544, -3889.445095896721, 2, 5.728529144999811, 296, 214984,                                             214984, 0.0, 5901.064453125
545, 1445.2252254486084, 1, 5.531724634999591, 285, 215269,                                             215269, 0.0, 7375.9375
546, -3670.805081665516, 3, 7.930033323999851, 401, 215670,                                             215670, 0.0, 6199.818359375
547, -3491.411836743355, 2, 4.73101706899979, 241, 215911,                                             215911, 0.0, 7074.5048828125
548, -3791.256499812007, 1, 13.913744344999941, 721, 216632,                                             216632, 0.0, 6115.10107421875
549, 1448.3268523812294, 1, 6.734563099999832, 346, 216978,                                             216978, 0.0, 5794.6943359375
550, 684.3614265918732, 1, 6.528413191999789, 338, 217316,                                             217316, 0.0, 5971.455078125
551, -2835.1504440307617, 2, 0.8883563680001316, 44, 217360,                                             217360, 0.0, 5221.64794921875
552, -4987.467744231224, 3, 7.529019165000136, 389, 217749,                                             217749, 0.0, 6583.44384765625
553, 2112.7527016997337, 1, 3.528732511999806, 176, 217925,                                             217925, 0.0, 5653.61279296875
554, 725.8216326832771, 1, 6.726200453000274, 343, 218268,                                             218268, 0.0, 7195.15966796875
555, 1397.8403127491474, 1, 4.127844712999831, 199, 218467,                                             218467, 0.0, 7692.97607421875
556, -3939.9264637827873, 3, 5.724162774999968, 288, 218755,                                             218755, 0.0, 6599.20556640625
557, 1824.6246406435966, 1, 4.332813879000241, 218, 218973,                                             218973, 0.0, 5639.29736328125
558, -3294.3453788757324, 3, 2.9019758990007176, 136, 219109,                                             219109, 0.0, 6584.04541015625
559, 1987.6158175170422, 1, 4.125393598999835, 205, 219314,                                             219314, 0.0, 5611.44677734375
560, -4148.877854287624, 2, 11.336511783999413, 595, 219909,                                             219909, 0.0, 7276.2822265625
561, -3767.530750513077, 3, 4.336594313000205, 214, 220123,                                             220123, 0.0, 8013.21533203125
562, -4501.85845464468, 2, 10.127397039000243, 519, 220642,                                             220642, 0.0, 6801.37109375
563, 2160.8384051322937, 1, 2.5280278749996796, 131, 220773,                                             220773, 0.0, 5937.248046875
564, -727.2132821679115, 1, 6.905072040999585, 347, 221120,                                             221120, 0.0, 6419.8193359375
565, -3116.8793720006943, 2, 6.528451450999455, 322, 221442,                                             221442, 0.0, 7074.82763671875
566, 1620.3323405981064, 1, 7.528513861000647, 379, 221821,                                             221821, 0.0, 6645.2626953125
567, -3062.4635462760925, 3, 5.304494918000273, 265, 222086,                                             222086, 0.0, 6508.79052734375
568, 1107.2903971672058, 1, 7.331870697999875, 383, 222469,                                             222469, 0.0, 7379.1845703125
569, 135.86840522289276, 1, 14.740684226000667, 765, 223234,                                             223234, 0.0, 6884.044921875
570, 1006.9998316317797, 1, 5.704768612999942, 275, 223509,                                             223509, 0.0, 6011.59521484375
571, 55.6931648850441, 1, 9.367417765000027, 484, 223993,                                             223993, 0.0, 6306.8115234375
572, -4213.129651367664, 3, 8.906459928000004, 453, 224446,                                             224446, 0.0, 7157.29345703125
573, -62.43143033981323, 1, 6.93678351500057, 330, 224776,                                             224776, 0.0, 6702.1953125
574, 1054.9210789203644, 1, 7.9285198699999455, 387, 225163,                                             225163, 0.0, 5445.056640625
575, -253.1042103022337, 1, 17.542837384999984, 900, 226063,                                             226063, 0.0, 6733.5224609375
576, -273.6021122485399, 1, 11.934560847999819, 612, 226675,                                             226675, 0.0, 6200.6318359375
577, -2715.676073849201, 3, 2.5210013219993925, 102, 226777,                                             226777, 0.0, 6972.951171875
578, -1192.450716495514, 1, 9.910701883999536, 499, 227276,                                             227276, 0.0, 5805.693359375
579, 2195.7840081751347, 1, 3.129644245000236, 158, 227434,                                             227434, 0.0, 6642.09814453125
580, -3106.1069771051407, 2, 5.304204685000514, 261, 227695,                                             227695, 0.0, 5738.15185546875
581, -4196.704494535923, 3, 11.933699254999738, 611, 228306,                                             228306, 0.0, 5850.9140625
582, 65.26230144500732, 1, 8.90661076500055, 451, 228757,                                             228757, 0.0, 6377.5537109375
583, -4155.672956109047, 2, 4.930891357999826, 252, 229009,                                             229009, 0.0, 5797.44775390625
584, 2126.1182945370674, 1, 2.3013280390005093, 109, 229118,                                             229118, 0.0, 5324.3310546875
585, 84.0218066573143, 1, 12.534027824000077, 623, 229741,                                             229741, 0.0, 6362.90625
586, 1880.3237981796265, 1, 4.328345471999455, 216, 229957,                                             229957, 0.0, 7218.27783203125
587, -2476.557491540909, 2, 1.700857711000026, 80, 230037,                                             230037, 0.0, 7537.33837890625
588, -708.2655673027039, 1, 8.736389212999711, 446, 230483,                                             230483, 0.0, 5877.12060546875
589, -706.1993961334229, 5, 3.723816812000223, 175, 230658,                                             230658, 0.0, 6696.04443359375
590, 2000.471129477024, 1, 4.134294143000261, 209, 230867,                                             230867, 0.0, 7007.1669921875
591, -4113.557365655899, 3, 9.31163656499939, 473, 231340,                                             231340, 0.0, 6801.01220703125
592, 2121.8024807572365, 1, 2.3268814029997884, 109, 231449,                                             231449, 0.0, 5807.15380859375
593, 2288.027702152729, 1, 3.1010471780000444, 151, 231600,                                             231600, 0.0, 5336.259765625
594, 1447.436425447464, 1, 6.333325647000493, 320, 231920,                                             231920, 0.0, 7013.2890625
595, 1646.6770212948322, 1, 5.1284034559994325, 258, 232178,                                             232178, 0.0, 5984.05029296875
596, 1270.6859585642815, 1, 7.507339443000092, 376, 232554,                                             232554, 0.0, 6204.54541015625
597, 1438.3541020751, 1, 6.528263684000194, 332, 232886,                                             232886, 0.0, 5944.1025390625
598, 2168.339591085911, 1, 3.50339200200051, 164, 233050,                                             233050, 0.0, 6024.69091796875
599, 1678.9800508618355, 1, 5.935470970999631, 313, 233363,                                             233363, 0.0, 6833.10205078125
600, 1731.5730299651623, 1, 7.127486248999958, 325, 233688,                                             233688, 0.0, 6202.51025390625
601, -4115.314389467239, 2, 10.542277610999918, 540, 234228,                                             234228, 0.0, 5742.5439453125
602, 70.19410413503647, 1, 8.907466627999383, 452, 234680,                                             234680, 0.0, 7161.8740234375
603, -2802.0204582214355, 2, 0.7279509310001231, 32, 234712,                                             234712, 0.0, 5056.744140625
604, 1683.01076233387, 1, 5.525616826999794, 247, 234959,                                             234959, 0.0, 7016.20751953125
605, -3568.401735186577, 3, 2.924308237000332, 140, 235099,                                             235099, 0.0, 6551.0859375
606, -4210.384995102882, 2, 7.706937662999735, 386, 235485,                                             235485, 0.0, 6091.49365234375
607, 1986.2866101264954, 1, 3.719691172000239, 194, 235679,                                             235679, 0.0, 5824.830078125
608, 1448.6333074569702, 1, 5.9036458150003455, 297, 235976,                                             235976, 0.0, 7410.3828125
609, 1991.897287428379, 1, 3.73229449199971, 188, 236164,                                             236164, 0.0, 6924.78076171875
610, -2519.5054655075073, 2, 2.7037095379992024, 123, 236287,                                             236287, 0.0, 7050.48095703125
611, 847.8452056050301, 1, 7.32533937000062, 371, 236658,                                             236658, 0.0, 7000.57666015625
612, 926.2704546451569, 1, 10.907742273999247, 556, 237214,                                             237214, 0.0, 7101.9619140625
613, 1650.3950366675854, 1, 7.729197267999552, 398, 237612,                                             237612, 0.0, 5982.26611328125
614, 1092.5564011335373, 1, 11.110878808000052, 569, 238181,                                             238181, 0.0, 6586.1298828125
615, -5545.240447640419, 3, 10.134042816999681, 519, 238700,                                             238700, 0.0, 6398.05859375
616, 1783.4508091807365, 1, 5.73001452599965, 287, 238987,                                             238987, 0.0, 5675.34765625
617, 1915.4409789144993, 1, 4.9249985710002875, 248, 239235,                                             239235, 0.0, 6065.58154296875
618, -2917.538687825203, 3, 2.9033586519999517, 137, 239372,                                             239372, 0.0, 5414.48046875
619, -6171.907356142998, 3, 14.146165375999772, 728, 240100,                                             240100, 0.0, 6646.83056640625
620, 2033.0803402662277, 1, 3.9022119100000054, 193, 240293,                                             240293, 0.0, 5585.998046875
621, -3517.539221763611, 2, 5.908481610000308, 297, 240590,                                             240590, 0.0, 7267.18701171875
622, 2045.9371906518936, 1, 3.907153901000129, 192, 240782,                                             240782, 0.0, 6792.81005859375
623, -5060.336012125015, 2, 7.110815406000256, 362, 241144,                                             241144, 0.0, 6060.37646484375
624, -2993.562575340271, 2, 3.929022326999984, 206, 241350,                                             241350, 0.0, 6422.810546875
625, 1805.8455854654312, 1, 5.731704695999724, 294, 241644,                                             241644, 0.0, 6577.52490234375
626, 476.7015098333359, 1, 11.530792444999861, 590, 242234,                                             242234, 0.0, 5972.27490234375
627, -3004.4055671691895, 2, 2.3040470030000506, 94, 242328,                                             242328, 0.0, 6928.08056640625
628, -3302.1998722553253, 3, 4.329714169999534, 206, 242534,                                             242534, 0.0, 6405.24462890625
629, 1197.0512834489346, 1, 8.529443956999785, 430, 242964,                                             242964, 0.0, 6322.248046875
630, -2746.143051624298, 2, 2.1012131459992816, 94, 243058,                                             243058, 0.0, 7984.02392578125
631, -7198.083700537682, 2, 19.115377351999996, 993, 244051,                                             244051, 0.0, 5959.07861328125
632, 2195.1736893057823, 1, 2.1277476390005177, 109, 244160,                                             244160, 0.0, 5299.3408203125
633, -1098.1200062036514, 1, 13.136573640000279, 674, 244834,                                             244834, 0.0, 5492.76708984375
634, 913.2878065109253, 1, 9.707768795999982, 487, 245321,                                             245321, 0.0, 5526.43798828125
635, 1195.2545706629753, 1, 6.133445086999927, 298, 245619,                                             245619, 0.0, 5439.63525390625
636, -2645.09530878067, 3, 2.5013466549999066, 108, 245727,                                             245727, 0.0, 6004.244140625
637, -4659.198497891426, 2, 8.341112832999897, 427, 246154,                                             246154, 0.0, 5714.0263671875
638, 1741.5721088647842, 1, 4.324351895000291, 196, 246350,                                             246350, 0.0, 6514.55029296875
639, 1934.8365447223186, 1, 5.503247513000133, 267, 246617,                                             246617, 0.0, 5872.7998046875
640, -2532.196643471718, 2, 1.5278689029992165, 68, 246685,                                             246685, 0.0, 5139.2060546875
641, -5744.815442502499, 2, 12.913881432999915, 666, 247351,                                             247351, 0.0, 5833.587890625
642, 1401.4526671767235, 1, 3.9301078950002193, 196, 247547,                                             247547, 0.0, 6230.39208984375
643, 873.8470289111137, 1, 4.503703470000801, 214, 247761,                                             247761, 0.0, 7003.39013671875
644, 261.4556909799576, 1, 13.537549624000349, 689, 248450,                                             248450, 0.0, 6056.5537109375
645, -1232.0489255487919, 1, 5.9050425819996235, 285, 248735,                                             248735, 0.0, 5798.20654296875
646, -759.6318295001984, 5, 0.927333386999635, 44, 248779,                                             248779, 0.0, 5195.87353515625
647, -3325.351044535637, 2, 5.534644839000066, 276, 249055,                                             249055, 0.0, 5671.30322265625
648, -2677.6548895835876, 3, 3.1042789690000063, 145, 249200,                                             249200, 0.0, 3868.170166015625
649, -2881.060490489006, 3, 4.706659767000019, 226, 249426,                                             249426, 0.0, 6719.9775390625
650, 391.4116670191288, 1, 9.132387032999759, 464, 249890,                                             249890, 0.0, 6777.3837890625
651, -2136.109122812748, 1, 23.70668500500051, 1238, 251128,                                             251128, 0.0, 6244.32666015625
652, -3248.860659658909, 2, 7.525122400999862, 375, 251503,                                             251503, 0.0, 6163.47216796875
653, 1654.0564792752266, 1, 3.904123341999366, 186, 251689,                                             251689, 0.0, 6251.083984375
654, -3504.7874240875244, 2, 6.910474931999488, 358, 252047,                                             252047, 0.0, 6180.4013671875
655, -3855.8291605710983, 2, 9.73672903500028, 495, 252542,                                             252542, 0.0, 6431.3212890625
656, 1990.3966509103775, 1, 4.704172782000569, 229, 252771,                                             252771, 0.0, 6011.50439453125
657, -410.2620069235563, 1, 14.537653160000445, 757, 253528,                                             253528, 0.0, 5724.732421875
658, -2493.4873135089874, 2, 1.500329167000018, 59, 253587,                                             253587, 0.0, 6779.84912109375
659, -3838.9701243638992, 2, 6.931754539999929, 351, 253938,                                             253938, 0.0, 5405.55908203125
660, 1794.857814669609, 1, 3.9332531399995787, 197, 254135,                                             254135, 0.0, 6820.7646484375
661, -2426.41117310524, 3, 0.8688337099993078, 30, 254165,                                             254165, 0.0, 8385.46484375
662, 393.4691247344017, 1, 6.1087534119997144, 299, 254464,                                             254464, 0.0, 5361.20361328125
663, 410.6261547803879, 1, 10.542914276999909, 538, 255002,                                             255002, 0.0, 5795.90771484375
664, -3725.915088057518, 3, 5.9255000269995435, 303, 255305,                                             255305, 0.0, 5857.13818359375
665, -4232.013675928116, 2, 10.910607097000138, 554, 255859,                                             255859, 0.0, 5284.31396484375
666, -2971.3435168862343, 1, 27.35081928299951, 1413, 257272,                                             257272, 0.0, 6358.80810546875
667, 1987.539892077446, 1, 4.104827174000093, 196, 257468,                                             257468, 0.0, 5330.9609375
668, -4122.052227973938, 2, 4.107376123999529, 193, 257661,                                             257661, 0.0, 5483.5283203125
669, 1910.4091337025166, 1, 4.928565149999486, 247, 257908,                                             257908, 0.0, 5767.03564453125
670, -3019.520496249199, 3, 6.105974176999553, 305, 258213,                                             258213, 0.0, 6147.2998046875
671, 2200.3701590001583, 1, 4.479845684999418, 214, 258427,                                             258427, 0.0, 5160.72265625
672, 1492.5981821268797, 1, 6.736493760000485, 339, 258766,                                             258766, 0.0, 5730.76220703125
673, -2959.782147169113, 2, 2.9047032280004714, 139, 258905,                                             258905, 0.0, 5326.638671875
674, -2760.9914661049843, 3, 4.7289782730003935, 236, 259141,                                             259141, 0.0, 6351.55224609375
675, -8710.637278676033, 3, 26.755675536000126, 1377, 260518,                                             260518, 0.0, 6346.326171875
676, 2058.3564261496067, 1, 2.9018962410000313, 133, 260651,                                             260651, 0.0, 4941.00634765625
677, -2888.6285734176636, 2, 2.704903519000254, 118, 260769,                                             260769, 0.0, 4375.3115234375
678, 2102.8428238630295, 1, 4.305248487999961, 207, 260976,                                             260976, 0.0, 6003.73779296875
679, 1726.6951434612274, 1, 5.534431963000316, 276, 261252,                                             261252, 0.0, 5674.06494140625
680, -3435.388771891594, 2, 6.30890415399972, 319, 261571,                                             261571, 0.0, 5021.703125
681, -4497.7809278965, 2, 8.269722133999494, 421, 261992,                                             261992, 0.0, 6579.1640625
682, 1986.1168074160814, 1, 4.93206659399948, 246, 262238,                                             262238, 0.0, 6514.94189453125
683, 68.78347876667976, 1, 16.93727538999974, 872, 263110,                                             263110, 0.0, 5718.193359375
684, 1317.2131307423115, 1, 9.529984323000463, 478, 263588,                                             263588, 0.0, 5674.708984375
685, -3617.9804832339287, 3, 8.53025668600003, 426, 264014,                                             264014, 0.0, 5653.64501953125
686, 2222.845426917076, 1, 2.127918301999671, 102, 264116,                                             264116, 0.0, 6429.18994140625
687, -2707.085003554821, 2, 3.9039474219998738, 189, 264305,                                             264305, 0.0, 6551.966796875
688, 2105.5213871598244, 1, 2.5273110489997634, 117, 264422,                                             264422, 0.0, 4851.71826171875
689, 1446.3717322349548, 1, 7.130118991000018, 344, 264766,                                             264766, 0.0, 5948.873046875
690, 947.2875454425812, 1, 9.730955349999931, 497, 265263,                                             265263, 0.0, 5802.7412109375
691, -668.2209679931402, 1, 20.691006947999995, 1075, 266338,                                             266338, 0.0, 5790.58154296875
692, -5222.816882431507, 2, 10.10909362699931, 503, 266841,                                             266841, 0.0, 5301.72509765625
693, 1657.8294732272625, 1, 5.932827712999824, 300, 267141,                                             267141, 0.0, 6130.1220703125
694, 246.49155743420124, 1, 18.740490961000432, 955, 268096,                                             268096, 0.0, 5568.76708984375
695, -431.51942777633667, 5, 0.8997526240000298, 40, 268136,                                             268136, 0.0, 6634.88916015625
696, 1371.6530591249466, 1, 5.730693513000006, 290, 268426,                                             268426, 0.0, 5979.57470703125
697, -3742.0822172164917, 2, 7.330351798000265, 377, 268803,                                             268803, 0.0, 6515.0830078125
698, 2161.917083978653, 1, 2.502627484000186, 106, 268909,                                             268909, 0.0, 6276.51025390625
699, -2586.534049153328, 2, 1.524782162999145, 73, 268982,                                             268982, 0.0, 5748.01416015625
700, -3033.3709220290184, 3, 4.727552662000562, 241, 269223,                                             269223, 0.0, 5261.05224609375
701, 1562.2093142867088, 1, 6.707146034999823, 329, 269552,                                             269552, 0.0, 7009.42236328125
702, 192.01035398244858, 1, 11.135109916999681, 568, 270120,                                             270120, 0.0, 6057.4970703125
703, -2840.393879175186, 3, 4.503245197000069, 211, 270331,                                             270331, 0.0, 6047.23828125
704, -3395.5758171081543, 2, 6.912927929000034, 344, 270675,                                             270675, 0.0, 5762.046875
705, 897.5168591141701, 1, 6.533540518999871, 335, 271010,                                             271010, 0.0, 5850.50390625
706, -3162.606939613819, 3, 7.504581853999298, 374, 271384,                                             271384, 0.0, 6092.22998046875
707, 1098.8558809757233, 1, 5.726179289000356, 285, 271669,                                             271669, 0.0, 5870.431640625
708, -4165.92681157589, 2, 6.90694551300021, 348, 272017,                                             272017, 0.0, 6676.548828125
709, 1930.8734790682793, 1, 4.333044758000142, 218, 272235,                                             272235, 0.0, 5630.10595703125
710, -2672.91748213768, 3, 2.699075902999539, 124, 272359,                                             272359, 0.0, 4702.65625
711, 1545.418175816536, 1, 7.231301433000226, 363, 272722,                                             272722, 0.0, 6026.630859375
712, -3309.518415212631, 2, 5.107624428000236, 244, 272966,                                             272966, 0.0, 5168.95361328125
